mid,publish_time,user_name,user_link,content,source,weibo_link
4787644275363001,2022-07-04 23:00,你的缘崽,https://weibo.com/5730782090?refer_flag=1001030103_,每个人都在试图杀死她 对她有着强烈的恶意 可她真的有错吗 没有 她只是不服“规则”的束缚 于是反抗 打破了它 ​​​但她也失去了部分“机会”“打不败我的只会让我更加强大” ​​​,,https://weibo.com/5730782090/LAM1Jmva1?refer_flag=1001030103_
4787643248546129,2022-07-04 22:56,废话少女-606,https://weibo.com/2831765325?refer_flag=1001030103_,当日常的重量  让我们 不反抗 //@发财暴富孙鸭鸭://@柚味儿一笑-皓月仙子:蚊子离我们宝远一点！退！退！退！,iPhone客户端,https://weibo.com/2831765325/LAM04zReN?refer_flag=1001030103_
4787640744285691,2022-07-04 22:46,不要让我再长胖啦,https://weibo.com/3260397765?refer_flag=1001030103_,麻木不仁的日子 记录就是反抗 ​,iPhone客户端,https://weibo.com/3260397765/LALW2hYU3?refer_flag=1001030103_
4787637539836331,2022-07-04 22:33,正在喝陨石拿铁,https://weibo.com/7721602157?refer_flag=1001030103_,在我面前放罗翔 然后说现在法盲挺多的 什么意思寝室就我和她两个 他自言自语个毛啊 我今晚沉默到底无声反抗 ​,iPhone 13 Pro,https://weibo.com/7721602157/LALQRFgSv?refer_flag=1001030103_
4787636113507872,2022-07-04 22:27,迪迪三岁半,https://weibo.com/7497158109?refer_flag=1001030103_,人往高处走，水往低处流，如果你觉的过不去，就让它只停留在你在你自己的内心深处吧，不要在牵扯别人了，没人像你想的那么温柔，谁都会反抗 ​,iPad客户端,https://weibo.com/7497158109/LALOzeIyA?refer_flag=1001030103_
4787633518287132,2022-07-04 22:17,宝宝贴贴好不好,https://weibo.com/6584828652?refer_flag=1001030103_,换位思考如果是我被这么管着的话我一定会疯狂的反抗吵架不听的话就默不作声要么承认自己做的不听劝说要么也不说也不听光是想想这种窒息都觉得压抑 疯狂的想反抗 ​,HUAWEI Mate 30,https://weibo.com/6584828652/LALKnyLRq?refer_flag=1001030103_
4787631630845078,2022-07-04 22:09,今年会瘦到88斤,https://weibo.com/1922402781?refer_flag=1001030103_,我觉得人还挺奇怪的明明你并不被列入一件事情的考虑范围内但人们还是要假装客气一下想想去年这一年真的是被假客气包围难怪我越来越自我了也许是在我彻底醒悟之前的一种反抗 ​,iPhone客户端,https://weibo.com/1922402781/LALHl3xQi?refer_flag=1001030103_
4787625540456911,2022-07-04 21:45,-糖糖糖糖糖炒栗子,https://weibo.com/5417613646?refer_flag=1001030103_,有些事情只能被动接受，无力反抗 ​,iPhone客户端,https://weibo.com/5417613646/LALxw1URx?refer_flag=1001030103_
4787623316688507,2022-07-04 21:36,我叫崔大宝,https://weibo.com/2624233837?refer_flag=1001030103_,我的吐槽天地：进入bd工作以来 经历了很多 心态一变再变 最开始的信心满满 到 委屈受挫 到愤愤反抗 再到现在自我怀疑 我好像是这个环境里最格格不入的那个好像谁也帮不了我 给不了我标准答案 教教我该怎么改变现状 我在pbc工作的七年里学习的东西都失灵了 长辈教我的那些为人处事的道理都一无用处质疑自我性格里糟糕的那些东西 想要一股脑摒弃的糟粕 仿佛都狗皮膏药一般 撕掉了一层 发现胶水啊膏药啊还粘在皮肤上 有时候想做大女主 洒脱一些 胸怀宽广一些 奈何自己就是一摊烂泥 扶不上墙总是想说服自己只去关注自己想要的 不在意别人的眼光 可内心终究抵不过空荡荡的回应 失落感 自我否定 又出来作祟。疫情抬头上班的第一天 在夜色中记录心情的一篇随感 不知道若干年过去在回过头来看 会不会感到小题大做 幼稚无比。 收起d,小米11,https://weibo.com/2624233837/LALtVs3Z9?refer_flag=1001030103_
4787621123588123,2022-07-04 21:28,源于月光下的你,https://weibo.com/7280147143?refer_flag=1001030103_,这都什么年代了 还说什么女孩穿的清凉就活该被侵犯 真的无语死了 还说什么被qj不要反抗 这些思想什么时候才能被丢弃 ​,丸圆的妈咪iPhone客户端,https://weibo.com/7280147143/LALqof3qX?refer_flag=1001030103_
4787619941322720,2022-07-04 21:23,静南-abb,https://weibo.com/7718228686?refer_flag=1001030103_,杨迪同归于尽式反抗 迪娃极限一换一，今天谁也别想逃 杨迪 搞笑  L静南-abb的微博视频 ​,微博视频号,https://weibo.com/7718228686/LALou5y6c?refer_flag=1001030103_
4787618664945027,2022-07-04 21:18,拥有都是侥幸·,https://weibo.com/2801691272?refer_flag=1001030103_,怪我 无力反抗 所谓“人言可畏” ​,iPhone客户端,https://weibo.com/2801691272/LALmqkKqv?refer_flag=1001030103_
4787582459970052,2022-07-04 18:54,贝拉追剧酱,https://weibo.com/1939755805?refer_flag=1001030103_,善恶到头终有报，警官殴打犯人，吴镇宇带头反抗   L贝拉追剧酱的微博视频 ​,微博视频号,https://weibo.com/1939755805/LAKq1FPFi?refer_flag=1001030103_
4787580812135900,2022-07-04 18:47,珂珂珂珂珂珂w,https://weibo.com/7440466900?refer_flag=1001030103_,保持在我爸眼里“不适合去上班”的穿着是我对这个父权社会最大的反抗 ​,iPhone 12 Pro,https://weibo.com/7440466900/LAKnn8XE0?refer_flag=1001030103_
4787576991121972,2022-07-04 18:32,吴瑾菡,https://weibo.com/5069237852?refer_flag=1001030103_,有女孩子能理解吧 我一个人住 身材偏瘦 因为住的小区后面烂尾了 所以住户并没有很多 反而有时候有些小混混一样的男生在周围转来转去 有的是穿了校服的 但是都是三五成群 且看到女生就会指一下然后盯着窃窃私语 唉 20岁了又怎么样 看到这些小孩个子也不是很矮 一帮在一起 心里真的会打鼓 这不是想太多 而是现实里发生的案件太让人寒心 我每次都表面镇定快速往楼里走 但其实心里害怕极了 按我的脾气 别人说了我或者故意碰我 我肯定会发火生气反抗 所以我这样的性格遇到被人欺负的事不知道结果会是什么 收起d,iPhone客户端,https://weibo.com/5069237852/LAKhd4HSk?refer_flag=1001030103_
4787572523668071,2022-07-04 18:15,笑趴了,https://weibo.com/2319877413?refer_flag=1001030103_,野猪被训练有素的狗子猎手围堵，空有蛮力无力反抗 L笑趴了的微博视频 ​,微博视频号,https://weibo.com/2319877413/LAKa0foer?refer_flag=1001030103_
4787537626796311,2022-07-04 15:56,防坠网1949,https://weibo.com/7319567186?refer_flag=1001030103_,沉默中反抗 ​,微博轻享版,https://weibo.com/7319567186/LAJfIsw1V?refer_flag=1001030103_
4787531117232350,2022-07-04 15:30,Thomas华,https://weibo.com/5607417413?refer_flag=1001030103_,凶手最后一击反抗 LThomas华的微博视频 ​,iPhone客户端,https://weibo.com/5607417413/LAJ5dulsO?refer_flag=1001030103_
4787528877476469,2022-07-04 15:21,A凡达要吃肉,https://weibo.com/5976798702?refer_flag=1001030103_,这年头 但凡是个人都是看碟下菜呵……………………………………………对所有人的反抗 仿佛都聚集到一块去了… ​,iPhone客户端,https://weibo.com/5976798702/LAJ1BvmYd?refer_flag=1001030103_
4787525094475835,2022-07-04 15:06,ABY_1725,https://weibo.com/3558061187?refer_flag=1001030103_,当初丝芭要招安yyh真是做的最正确的决定可惜断人财路 遭民反抗 企划失败 ​,👿🌻のAndroid,https://weibo.com/3558061187/LAIVviMmT?refer_flag=1001030103_
4787520547852262,2022-07-04 14:48,浩励,https://weibo.com/5794655688?refer_flag=1001030103_,无力反抗 还是不想反抗#肖战gucci品牌代言人# L畈桃里的微博视频 ​​​,荣耀畅玩30 Plus,https://weibo.com/5794655688/LAIOawWJo?refer_flag=1001030103_
4787519873093179,2022-07-04 14:45,网萌追剧,https://weibo.com/5259115675?refer_flag=1001030103_,伪军拦着不让鬼子进门，鬼子把它踩在脚下侮辱，气的伪军直接反抗 L网萌追剧的微博视频 ​,微博视频号,https://weibo.com/5259115675/LAIN5cYFZ?refer_flag=1001030103_
4787512516281464,2022-07-04 14:16,絲裴,https://weibo.com/2814349643?refer_flag=1001030103_,高分惊悚片，妻子策划凶杀案嫁祸给丈夫，丈夫明知真相也无法反抗  L絲裴的微博视频 ​,微博视频号,https://weibo.com/2814349643/LAIBdqm5W?refer_flag=1001030103_
4787509286667114,2022-07-04 14:03,花屋敷的明霖,https://weibo.com/5685369198?refer_flag=1001030103_,成长可能是坦然面对，淡然接受吧即使难过也不像之前的吵吵嚷嚷会安慰自己接受而不再反抗 ​,小米10 Pro,https://weibo.com/5685369198/LAIw0rYq6?refer_flag=1001030103_
4787501150240808,2022-07-04 13:31,水凝雪儿Arlene,https://weibo.com/7209421460?refer_flag=1001030103_,最近遇到了一些事真的心情很不好就先说最靠近的吧昨天出去玩刚买了个新的蓝牙耳机 是用我自己的钱买的 我很宝贝 今天上午才舍得拆开用中午去我外婆家里吃饭 因为我没带那个装蓝牙耳机的盒子 我怕放在裤带子里跑掉了 就一直带在耳朵上 也没放歌 吃饭的时候我外婆想拿下来看 因为她一直不喜欢我听耳机 但是因为是新买的我怕她老人家弄坏我就拒绝了 吃饭的时候她几次想直接从我耳朵边拿下来 我都躲开了 但是最后一次她趁我不注意拿下来了 直接塞到了她自己耳朵里 因为蓝牙耳机我之前也没用过 但是上面好像有个按钮可以控制放歌 她老人家在那边随便乱按 导致我那个歌一直在放来放去 我生怕她弄坏了我就有点急 正好这个时候她又把耳机摘下来了放在手里摸 我就去把耳机从她手上抢下来了 然后因为我当时比较激动可能情绪不太好冲了她老人家几句 她老人家可激动坏了 就开始叭叭叭教育我 直接又从这个耳机扯上了我的成绩 因为我这次没考好 他就开始说我 她说我成绩考的不好都是因为我玩手机 其实这根本就是无稽之谈 因为我今天上午才跟我爸闹矛盾 所以我爸添油加醋了几句 根本没有这回事 但是她老人家就很在意指名道姓骂我爸妈没有教育好我 说我对她什么态度 当时都在气头上我也没想那么多 我承认这确实是我的不对 接下来她又说什么她从小含辛茹苦把我养这么大没有人敢这么对她说什么我冲她之类这种话 我听了之后就不大高兴 明明是你先没有经过我的允许就拿我的东西还乱碰 怎么就成了我的错呢 再者功不能抵过吧 你做错了你就承认呀 然后我外婆就很不情愿的道了歉 说什么好这是我的错 紧接着又开始骂我 说什么我不尊重他们啊之类的 问我爸妈怎么管教我的为什么一天到晚都在玩不好好学 说实话我不知道她这些话是从哪里听说的 我一直都在管好我自己该做什么不该做什么后来我爸就很生气 出来就直接把我昨天刚买的耳机给砸了 然后还跟我说他砸的没有错 砸的就是我的耳机 还质问我为什么要买耳机 我就很纳闷儿了 我自己的钱我想买啥东西不是应该的吗 况且耳机又不是什么过分的东西 那也是为了陶冶我自己的情操 休息的时候随便听听的 又没有过分啊我就很想知道是不是他们长辈做的事情永远都可以不用为自己的错误而买单 他们说什么就是什么 他们就一定是对的 我们小辈就得甘愿承受他们的骂 我们怎么样都不能反抗 反抗就是我们的错 就是我们不尊重他们 人与人之间的尊重是相互的 既然你都没有尊重我 先拔我耳机 你也没有尊重我 随便砸我耳机 还出言威胁我 这到底是谁的错 我承认我确实当时特别急 我冲了我外婆几句 这是我的不对 但关键你们也得为你们自己的错误而买单啊 凭什么你砸完耳机就可以说不是你的错 就是我错 凭什么你砸完也可以说是你是在教育我 你有什么权利啊#家庭##矛盾##争吵#家庭 收起d,家庭超话,https://weibo.com/7209421460/LAIiT10E0?refer_flag=1001030103_
4787497449556830,2022-07-04 13:16,楠楠不是小哭包,https://weibo.com/7371149847?refer_flag=1001030103_,哪里有压迫哪里就有反抗 ​,微博小程序,https://weibo.com/7371149847/LAIcUE6aq?refer_flag=1001030103_
4787495134562270,2022-07-04 13:07,崔杋圭隔空喊话bot,https://weibo.com/7738364913?refer_flag=1001030103_,【投稿】我的小狗特别不乖 暴躁又凶人 但是我从来不打他 我只会逼他躺下 赏他口水喝 这么凶的狗在这种事情上面却不会反抗 我还会骑/到他的脸上 我的身下涌出的水总是溅他一脸 我又坐在他的腹肌上看着他撇开头喘气 我问他好喝吗 还用手抚弄他的下身 把他激得双眼红了 看起来这凶狗恨不得一口把我给吞了 我用力一拉他脖子上的狗链子 告诉他让我先爽了才能和我提要求 呲着牙的坏狗只能低下头温顺地把口水涂/满我的身体 我也会给他最甜美的奖励 进来吧乖狗 收起d,崔犯规送的Android,https://weibo.com/7738364913/LAI9bj8R0?refer_flag=1001030103_
4787484041416527,2022-07-04 12:23,-Mmercury-,https://weibo.com/7099507585?refer_flag=1001030103_,用尽全力向社会作出的反抗 ​,OPPO Reno,https://weibo.com/7099507585/LAHRi5Wvd?refer_flag=1001030103_
4787483403882993,2022-07-04 12:20,朱古力猪比,https://weibo.com/6499720723?refer_flag=1001030103_,踩点上学已是我对这个世界最后的反抗 ​,iPhone客户端,https://weibo.com/6499720723/LAHQggi8V?refer_flag=1001030103_
4787481658786672,2022-07-04 12:13,旋转的大米,https://weibo.com/5601948833?refer_flag=1001030103_,真是职场难题。我好颠，上回说到和领导吵架。今天又低声下气和他请假。我真是。是不是遇到职场压榨的时候该忍忍，吵的时候还想着，以后肯定不会有交集了，没想到还是会有。到底该不该反抗 ​,iPhone客户端,https://weibo.com/5601948833/LAHNrAROw?refer_flag=1001030103_
4787476821970245,2022-07-04 11:54,哈哈哈哈哈哇哇喔,https://weibo.com/5107424526?refer_flag=1001030103_,#唐山两人被害案发地居民发声#哪里有压迫，哪里就有反抗 ​,nova7你在焦点在,https://weibo.com/5107424526/LAHFE8gy9?refer_flag=1001030103_
4787474612094927,2022-07-04 11:45,十三号宇宙监督站,https://weibo.com/2505633727?refer_flag=1001030103_,每次看到被家暴的女性就感到无比的悲哀 被没读什么书的穷男人打骂 能不能离低贱的男人远一点啊 为什么不反抗 逆来顺受只会一直受欺负啊 早就说了所有打女人的男的都是没用的东西 没本事找人撒气罢了 凭什么啊 这种人能不能死绝了 ​,iPhone 11,https://weibo.com/2505633727/LAHC58MZ9?refer_flag=1001030103_
4787460301655749,2022-07-04 10:49,易瓶蚊香液,https://weibo.com/7578502347?refer_flag=1001030103_,#人民网评幸福到万家# 这部剧真的很真实 值得去看 很正能量 幸福敢于反抗 很喜欢幸福！ ​,华为MateRS保时捷设计,https://weibo.com/7578502347/LAHf06WJD?refer_flag=1001030103_
4787460091676271,2022-07-04 10:48,Gu0_yyyYr,https://weibo.com/6882424299?refer_flag=1001030103_,最近的生活状态就是每天都在崩溃边缘 工作的事让我处处不顺心 怎么样都感到自己太好欺负了 什么时候变成这样可以任人摆布的性格的 真的不理解 什么事都是让自己尝试着改变、接受 没有一点拒绝和反抗 这样真的是对的吗  不喜欢这样的自己 2天津 ​,iPhone客户端,https://weibo.com/6882424299/LAHeF724D?refer_flag=1001030103_
4787451031458384,2022-07-04 10:12,逗比小喜,https://weibo.com/1783774123?refer_flag=1001030103_,臭G在凉席上睡觉，台风天下雨了，小猫咪冷得团成一团。我把外套放在她旁边，她懒得动弹，我就狂亲一通，趁她没反应过来把整个猫团团抱起来放在外套上。臭G果然完全没有反抗 ​,iPhone客户端,https://weibo.com/1783774123/LAH0367ok?refer_flag=1001030103_
4787448536631204,2022-07-04 10:02,叉腰糖宝,https://weibo.com/5812288960?refer_flag=1001030103_,极度自律=暴食，哪里有压迫哪里就有反抗 ​,iPhone客户端,https://weibo.com/5812288960/LAGW1rP4U?refer_flag=1001030103_
4787448284973569,2022-07-04 10:01,蘸糖的云片糕,https://weibo.com/7557565861?refer_flag=1001030103_,为什么总有人说 看个剧就是看个乐呵 别那么纠结  但如果它触及了底线呢 如果它潜移默化地影响了普世价值观呢为什么不能愤怒  为什么不可以反抗 不是杞人忧天千里之堤溃于蚁穴 ​,唐九洲的BUBBLE,https://weibo.com/7557565861/LAGVCkRQR?refer_flag=1001030103_
4787444492275178,2022-07-04 09:46,暗无天日的等待,https://weibo.com/6049420029?refer_flag=1001030103_,#捍卫民众财富安全感#河南那么大 风景那么多 应该去看看 不看看 存款真的没有了！从河南官方自4/15以来的态度至今 已经对我们不承认 不认可 我们是投资者 受害人 不拼命不反抗 存款一定不能回家了！40万储户 苏醒吧  没有救世主 没有人能救咱们！只有我们自己可以拯救我们自己！像 国歌一样 起来吧！！！！#河南村镇银行取款难储户发声##河南村镇银行最新消息# 收起d,Redmi Note 8 Pro四摄,https://weibo.com/6049420029/LAGPv9xSq?refer_flag=1001030103_
4787431495174540,2022-07-04 08:54,阿一大哥大,https://weibo.com/5648143066?refer_flag=1001030103_,我一个人反抗 家里十个人按着我 我终究会低头,iPhone 13 Pro,https://weibo.com/5648143066/LAGuxlI8k?refer_flag=1001030103_
4787424980635967,2022-07-04 08:28,星神之星矢传说,https://weibo.com/7745716390?refer_flag=1001030103_,李一桐美国如果用钴弹来威胁全世界，一个国家都不要买美国商品，中国空间站决不让美国进，决不屈服于美国霸权，哪里有压迫哪里就有反抗 ​,李一桐超话,https://weibo.com/7745716390/LAGk22Frx?refer_flag=1001030103_
4787419989413830,2022-07-04 08:08,推倒咔叽诶嘿嘿,https://weibo.com/2864797160?refer_flag=1001030103_,既然想为新领导服务添置些啥东西，那就请自己做好吗？我没这个义务浪费自己周末时间代替做这事吧？真的跟同事所说的那样，以前太纵容了，所以我真的得反抗 ​,iPhone客户端,https://weibo.com/2864797160/LAGbYDuXY?refer_flag=1001030103_
4787410133845744,2022-07-04 07:29,男情说,https://weibo.com/6393938044?refer_flag=1001030103_,苍蝇和蜘蛛，苍蝇好像傻了一样，都不懂得反抗 #夏日治愈福利社##夏日解忧放映会#  L男情说的微博视频 ​,微博视频号,https://weibo.com/6393938044/LAFW5g8s8?refer_flag=1001030103_
4787409620828545,2022-07-04 07:27,BeeBuBee,https://weibo.com/3019756631?refer_flag=1001030103_,最近是水逆还是咋了心态不稳定啊要么不吭声要么我只想反抗 ​,Android,https://weibo.com/3019756631/LAFVg3txD?refer_flag=1001030103_
4787407444772203,2022-07-04 07:19,TAPURPIE,https://weibo.com/5683312258?refer_flag=1001030103_,黄三【一些有感而发】   初步认识三三是源于《痛仰》又名《向生》那时候的我已经看了很多小说 但是这一本给我带来了不同的体验与感觉 特别是男主陈劲生 他带给我的感觉是非常强烈的 他不低头 顽强 抗争 向上 坚强 无畏 反抗 热烈 霸道 强势 拼博这些词是再合适他不过了 他现在也是我的No.1家里有非常多关于他的无料 我想要他充满我生活中 因为他就是这般的耀眼   后来想更加了解这位作者 我就进入了超话 后来看了精华帖 知道了进入粉丝群要八级  终于  2021年3月18日 进粉丝群三 里面很多小黄伞，让我找到了归属 我们大家都同样热爱一位作者 是缘分 也时常让我非常之感动 2022 5 1升为12   最后，经过时间的轮回，光影的照射，阳光的流逝，我们不应该让世俗的烟消与各种功能的利诱，让保持初心的我们而忘记了最终的初心是在哪里找寻？一直记得，我进来的最初的超话，大家没有这么多升级，而是分享生活，分享三三的点点滴滴，分享读书的快乐与小说的心得，这才是和谐的，而不是非和谐的，希望大家都能够记住自己，保持自己。这个时代，这个网络非常快，快到有时候真的会忘了自己，不过，我一直在。   希望，让保持初心的我们记得最终的初心在哪里找寻。 收起d,黄三超话,https://weibo.com/5683312258/LAFRKk1t1?refer_flag=1001030103_
4787345239310997,2022-07-04 03:11,柳醉宴,https://weibo.com/5151405777?refer_flag=1001030103_,上夜班最大的不适就是胃反抗 折磨人 熬夜都没出现过这么大的黑眼圈和眼袋晚上睡醒 第一个感觉是困 睁不开眼 第二个感觉就是恶心想吐 特别是闻到饭菜味就想吐 天气热一些散发出酸味的盒饭 就像人生攻击一样 每一拳都打在胃上每天固定一顿早饭 中午基本都在睡觉吃不上 晚上吃饭随缘看胃 不吃又容易胃酸分泌过多 一直烧的慌浑身难受 肚子还一直叫  吃又吃不下 一闻就想吐 太折磨 真是拿命赚钱 收起d,Note 9 Pro 一亿像素,https://weibo.com/5151405777/LAEfpD4dn?refer_flag=1001030103_
4787340218204991,2022-07-04 02:51,可太开心了-,https://weibo.com/5041305319?refer_flag=1001030103_,这半年都在不断给我上课 都在抽筋剥皮的拿走我看得很重的东西 我不反抗 拿走吧都拿走 ​,iPhone客户端,https://weibo.com/5041305319/LAE7jyquz?refer_flag=1001030103_
4787320563959169,2022-07-04 01:33,不是燕屿,https://weibo.com/5866557706?refer_flag=1001030103_,我通过填志愿这件事情意识到 我的拖延症真的很厉害 有时候我太爱偷懒了 分不清轻重缓急其次 我总是不能深入理解别人的话 有点不会表达的同时对别人不正确的意见也没有做到正确的反抗 我不能总是给自己找借口 不能总是等到最后一刻再做打算 不能轻而易举沾沾自喜 好多缺点 待删改 ​,nova7你在焦点在,https://weibo.com/5866557706/LADBCgBXz?refer_flag=1001030103_
4787313400611013,2022-07-04 01:05,小蜗de壳,https://weibo.com/7585621833?refer_flag=1001030103_,看完今天的鸡条好像懂了点 心是善良的人是好的 但是因为性格和美颜受到了很多优待 所以在允许的情况之下会有一些放肆 会挑剔会自我不会勉强 俗称“公主病” belike豌豆公主…但是如果在一些不是主场的情况下 会收敛自己 无条件忍耐不反抗 belike岭时期 灰姑娘一枚…,,https://weibo.com/7585621833/LADq42yX3?refer_flag=1001030103_
4787306907829359,2022-07-04 00:39,Larryonly,https://weibo.com/5622557761?refer_flag=1001030103_,为什么要被命运这般玩弄太可笑了无力反抗 ​,微博轻享版,https://weibo.com/5622557761/LADfAwQLZ?refer_flag=1001030103_
4787305593702559,2022-07-04 00:34,荔枝葡萄布丁,https://weibo.com/7758709584?refer_flag=1001030103_,嘎子  用亲吻想要确认老婆是听话的 是愿意为他妥协的 小天使也是真的爱他 不管多不愿意承认心动 接吻也没有一点反抗 甚至颤颤巍巍的抚摸了嘎的嘴唇  他好爱小恶魔呀 呜呜 ​,See微博客户端,https://weibo.com/7758709584/LADdtfxcH?refer_flag=1001030103_
4787303958711683,2022-07-04 00:27,ipuk7,https://weibo.com/6976286580?refer_flag=1001030103_,当坏情绪侵略我大脑时，我只能戴上耳机让音乐环绕我的耳朵直冲冲地进入我大脑，以此来对坏情绪做出反抗 ​,iPhone客户端,https://weibo.com/6976286580/LADaPAyj1?refer_flag=1001030103_
4787303195347871,2022-07-04 00:24,Hsu_alive,https://weibo.com/5087524686?refer_flag=1001030103_,你朋友喜欢的人 对你有过语言攻击(tmd同学留言你给我写丰腴只会暗话里骂人吗cnm)你却现在才意识到应该要反抗 于是就把那个人删了 这样做对吧 而且那个朋友也不太清醒 及时止损 从我做起🙌 ​,iPhone客户端,https://weibo.com/5087524686/LAD9BmrdZ?refer_flag=1001030103_
